index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
2254,2,2,0,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,4,6
3550,3,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,4,6
5154,2,2,0,1,6,2,0,1,10,0,6,2,1,7,8,0,2,1,1,7,4,6
6858,4,2,0,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
4219,3,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,5,6
1417,2,3,0,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,0,0,0
515,2,0,8,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0
2825,3,0,3,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,4,6
3244,3,0,7,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,0,5,6
2169,2,2,7,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,4,6
5992,0,2,1,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,0
3022,3,0,7,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,1,5,6
7555,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,2,1,1
5853,0,3,8,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,2
3630,2,0,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,3
4934,3,3,3,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,0
7222,4,3,3,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,2,0
1739,3,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,4,4
7922,4,3,0,1,6,0,0,0,6,0,6,3,3,4,4,0,1,1,5,8,1,1
6889,3,3,7,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,1
3217,3,0,7,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,4,6
232,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,1,5,3
7136,2,0,3,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,2,0
6751,3,2,7,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,6
3020,3,0,0,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,4,6
1355,3,0,8,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,0,0,0
1462,3,3,8,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,0,3,0
1818,3,3,8,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,1,3,0
6823,2,3,0,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,3
3371,2,3,5,1,2,2,1,1,4,0,0,3,3,7,7,0,2,1,5,1,4,6
820,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,2,2
886,2,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,3,0
4489,2,0,9,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,6
7196,3,3,7,1,4,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,6
6739,3,2,0,1,3,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
2791,2,2,7,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,5,6
4572,3,0,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,6
7225,4,3,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
4552,3,2,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,0
4204,3,2,3,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,5,3
1883,2,0,0,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,1,5,6
762,2,3,8,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,0
2198,2,0,3,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,4,6
4885,3,0,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,0
2319,3,0,0,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,4,6
4107,3,0,3,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6
1138,3,0,8,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0
3692,2,0,8,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,1,4,6
5106,2,2,7,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,3
7962,4,2,7,1,3,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6
5729,2,3,8,0,4,2,0,0,3,1,0,3,3,7,7,0,2,1,5,3,4,0
4768,3,0,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,0
6143,2,2,7,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
1944,3,3,0,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,1,3,0
1905,3,0,0,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,0,0
2025,2,0,0,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
6637,3,3,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6
3741,3,0,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,3
588,5,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,4,4
4796,2,2,9,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,5,0
4014,2,2,9,1,4,2,0,0,7,0,0,2,2,5,0,0,2,1,3,3,4,3
77,3,2,0,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,5,3
2638,3,0,3,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,1,4,6
7139,4,3,0,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
3469,2,3,5,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,4,6
3785,3,2,3,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,1,4,6
2362,2,2,3,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,0,5,6
4215,2,2,9,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,0
2248,2,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,5,6
3556,2,2,9,1,4,2,0,0,7,0,0,2,2,0,0,0,2,1,3,3,5,6
7732,4,3,0,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
7542,0,0,3,1,6,2,1,0,7,0,6,2,3,7,7,0,2,2,5,7,3,0
4746,2,2,3,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,6
5663,2,3,1,0,4,2,0,0,7,1,0,3,0,7,7,0,2,1,5,3,3,4
6020,2,3,0,1,4,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
3245,2,0,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,6
6256,3,2,7,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1
7389,4,3,7,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3
3230,3,2,3,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,4,6
2879,2,2,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,5,6
215,0,3,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,2,2
3819,3,2,7,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,1,5,6
392,0,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,2,0
27,2,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,2,2
6469,4,3,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1
752,3,3,8,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,5,6,4,6
1810,3,3,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,0
478,2,3,8,0,0,2,1,1,7,1,0,3,3,7,7,0,2,1,5,1,4,6
5522,4,0,0,1,6,2,1,1,10,0,0,3,0,7,0,0,2,1,1,7,4,1
6543,3,2,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1
909,2,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,4,0
5126,1,1,8,0,6,2,1,1,10,0,0,3,3,7,7,0,2,1,5,7,1,1
7235,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,8,1,1
5578,2,2,2,1,6,2,1,1,10,0,0,3,3,7,0,0,2,1,1,7,4,1
1558,3,3,3,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,0,0
7589,4,2,7,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6
5993,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0
2485,2,2,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6
6578,2,3,0,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
2151,3,0,0,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,0,5,6
6869,2,3,0,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
2180,2,0,7,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,5,6
2331,2,2,0,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,4,6
8016,4,3,7,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,3
563,2,0,8,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,0,3,0
7655,4,3,0,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
5464,3,2,1,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,2
5017,2,2,3,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,4,3
4195,3,0,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,1,5,6
969,2,0,8,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,0,3,0
5308,4,2,0,0,6,2,0,0,10,0,6,3,3,7,6,0,2,2,1,7,1,5
5009,2,2,9,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,5,6
6006,4,2,0,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
7402,2,3,0,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
4176,3,0,3,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,0,5,6
4819,3,0,3,1,4,2,0,0,4,0,0,2,2,1,1,0,2,1,3,3,5,3
5759,2,3,1,0,4,2,0,0,7,1,0,3,3,7,7,0,2,1,5,3,3,4
5677,2,3,8,0,4,2,0,0,10,1,0,0,0,7,7,0,2,1,5,3,4,0
6580,2,3,7,1,3,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
5123,2,2,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,6
4693,2,0,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,5,0
3386,3,2,3,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,0,4,6
4102,3,2,3,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,6
5157,2,3,1,0,4,2,0,0,3,1,0,0,3,7,7,0,2,1,5,3,4,0
997,3,3,8,0,0,2,1,1,10,1,0,3,3,7,7,0,2,1,5,6,4,6
3227,2,3,8,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,4,6
7217,4,3,3,1,6,2,1,0,4,0,6,2,2,7,7,0,2,2,5,7,2,0
1017,2,0,0,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,5,6
6495,3,2,0,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6
7065,2,2,0,1,5,0,0,0,10,0,1,2,1,2,2,0,2,0,4,7,1,6
653,2,2,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,0,3,0
5864,2,2,7,1,3,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3
7095,4,3,7,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
4144,2,0,3,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,5,3
4414,2,2,9,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,5,0
919,2,3,8,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,0,3,0
3400,2,3,3,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,0,3,6
1609,2,3,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,3,0
2788,3,3,3,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,3,0
2715,2,2,0,0,6,2,0,0,7,1,0,3,3,3,7,0,2,1,5,0,5,6
1950,2,0,3,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,4,6
3133,3,2,3,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,4,6
2926,2,0,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,3
4436,3,2,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,6
8008,4,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,3
3738,2,0,8,1,2,2,1,1,7,0,0,3,3,7,7,0,2,1,5,0,3,6
3236,3,2,7,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6
3798,3,0,3,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,4,6
7785,4,3,0,1,8,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1
6486,3,3,7,1,8,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1
5786,2,2,3,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,4,0
6240,3,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
3265,2,0,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,5,3
1215,3,3,0,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,0
7906,2,2,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
6348,2,3,7,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,6
5062,2,2,3,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,3
3056,3,2,0,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,0,4,6
518,2,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,0
1724,0,2,9,0,0,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,2,2
6606,2,3,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6
2342,2,0,7,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6
3301,3,0,7,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,1,5,6
4862,3,0,3,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,1,4,6
1375,3,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,0
5264,3,3,7,0,6,2,0,0,10,0,6,3,3,7,7,0,2,2,1,7,1,5
4570,3,0,7,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,4,6
2954,2,0,7,0,6,2,0,0,7,1,0,3,3,7,3,0,2,1,5,1,5,6
6326,2,3,0,1,8,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6
7015,4,3,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0
2886,3,0,0,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,0,4,6
268,0,3,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,2
5145,2,2,0,1,4,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,1
6153,2,3,0,1,4,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3
5514,2,2,5,0,6,2,0,0,9,0,6,3,3,6,7,0,2,2,1,7,1,5
4933,2,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0
7606,4,3,7,1,4,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,6
107,0,2,8,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,2
3477,2,0,3,1,2,2,0,1,7,0,0,3,3,7,7,0,2,1,5,0,3,6
7438,4,3,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1
5644,2,2,7,1,3,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,3
3129,3,2,0,0,6,2,0,0,10,1,0,3,3,5,7,0,2,1,5,1,5,6
5829,3,2,9,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,6
2779,2,0,3,0,6,2,0,0,10,1,0,3,3,7,5,0,2,1,5,0,4,6
2573,2,2,0,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,4,6
4377,3,2,3,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,5,6
3226,2,0,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,5,3
6680,3,2,0,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1
632,2,0,0,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,0,4,6
3206,3,2,3,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,0,4,6
602,3,0,8,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0
3489,3,2,3,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6
6535,2,3,0,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
5532,3,2,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,6
5603,2,2,0,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
1694,3,3,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,0,0
4909,2,2,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,6
1158,3,0,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,3,0
2558,2,2,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,1,4,6
5525,2,2,5,0,6,2,0,0,9,0,6,3,3,7,6,0,2,2,1,7,1,5
5008,3,0,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,0
5890,3,2,9,1,4,2,0,0,7,0,0,2,2,1,1,0,2,1,3,3,5,6
5579,2,2,0,1,4,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,6
438,0,2,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2
3820,3,2,7,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,0,4,6
8066,4,3,7,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,3
4012,2,0,7,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,0,4,6
609,3,0,3,1,6,2,0,1,1,0,3,3,3,7,7,0,2,1,5,0,4,4
2855,2,2,3,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,1,4,6
2835,2,0,7,0,6,2,0,0,10,1,0,3,3,5,5,0,2,1,5,1,5,6
3231,2,0,3,1,4,2,0,0,3,0,0,2,2,5,1,0,2,1,3,3,5,3
6691,2,3,0,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,1
6790,3,2,0,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3
1055,0,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,3,0
6157,2,3,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,6
1354,2,3,0,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,0,0
3127,3,2,3,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,4,6
5089,3,2,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,3
7867,2,3,3,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,3,0
1603,3,3,0,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,1,0,0
3589,2,2,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,1,4,6
7122,2,3,7,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
5392,4,3,1,0,6,2,0,0,9,0,6,3,3,6,7,0,2,2,1,7,1,5
1808,2,2,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,5,6
6625,2,2,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
5660,3,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,3,0
4555,2,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,6
4350,2,2,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,0
2981,2,0,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,4,6
3889,2,0,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,6
1920,2,0,7,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,5,6
303,0,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0
6621,2,3,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6
676,3,0,3,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,4
1550,3,0,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0
4005,2,2,3,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,5,6
2802,2,0,3,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,1,5,6
4094,3,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,0
3576,3,2,7,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,4,6
2192,2,3,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,3,0
7478,4,3,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6
5324,2,2,0,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
41,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,5,3
4371,2,2,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,6
1549,2,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0
1264,2,0,0,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,1,4,6
7795,4,3,8,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,2,0
5794,3,2,0,1,6,2,1,1,10,0,0,3,0,7,0,0,2,1,1,7,4,1
1663,2,3,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,2,0
7889,4,3,7,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1
2924,2,2,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,5,6
5676,2,3,3,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,0
5690,2,2,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1
6456,3,2,0,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,1
5137,3,3,1,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,2
1612,2,0,0,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,5,4
344,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,3,0
3106,3,0,7,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6
4283,3,3,5,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5
932,3,3,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,4,0
5953,4,3,7,0,6,2,0,0,9,0,6,3,3,6,6,0,2,2,1,7,1,5
251,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,0
7229,4,3,8,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,2,0
4453,3,0,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0
278,3,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0
1717,2,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2
1463,2,3,8,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,5,6,4,6
3624,2,0,0,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6
6934,3,2,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1
2280,2,0,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,5,6
1923,2,0,3,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,1,3,0
610,3,3,0,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0
6554,3,3,7,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3
1374,2,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,3,0
328,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0
2985,3,2,3,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,5,6
781,5,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,5,0,5,4
8030,4,3,8,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0
3041,3,0,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,4,6
1962,2,0,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6
3238,2,0,3,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,0,4,6
6981,4,3,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3
7543,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,2,4,1
6814,3,3,7,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3
4607,3,0,9,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,6
3832,3,0,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6
1851,2,3,8,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0
3846,3,2,3,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,5,6
7260,2,3,3,1,6,2,1,0,10,0,6,3,3,7,7,0,2,2,5,7,2,0
784,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0
5921,2,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,4
5873,3,3,3,0,4,2,0,0,10,1,0,0,3,7,7,0,2,1,5,3,4,4
4618,3,0,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,3
6757,3,2,0,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6
6070,2,3,0,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6
3346,2,0,3,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,4,6
1210,2,3,0,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,0,0
